h,feature_signal,model,seed,epoch,normalized_dirichlet_energy,effective_rank_ratio,mean_pairwise_cosine_distance
0.9,0.5,GraphSAGE,1,1,0.0001689631472437,0.3425666391849518,7.098913192749023e-05
0.9,0.5,GraphSAGE,1,2,0.0001056912436357,0.3049517273902893,4.655122756958008e-05
0.9,0.5,GraphSAGE,1,4,4.18240843629636e-06,0.2221485823392868,2.1457672119140625e-06
0.9,0.5,GraphSAGE,1,8,4.332237549543305e-07,0.0850230604410171,3.5762786865234375e-07
0.9,0.5,GraphSAGE,1,16,1.5342384047437443e-06,0.032610960304737,9.5367431640625e-07
0.9,0.5,GraphSAGE,1,32,0.000310339500846,0.0118864048272371,0.0006043910980224
0.9,0.5,GraphSAGE,1,50,0.2813932012993788,0.0111821666359901,0.5663886070251465
0.9,0.5,GraphSAGE,1,100,0.3021384713106076,0.0141311585903167,0.5497675538063049
0.9,0.5,GraphSAGE,1,150,0.3068833855552007,0.0137612549588084,0.6464089751243591
0.9,0.5,GraphSAGE,1,200,0.3335151656450364,0.0142537783831357,0.6792885065078735
0.9,0.5,GraphSAGE,2,1,0.0001368809552627,0.3449020385742187,5.263090133666992e-05
0.9,0.5,GraphSAGE,2,2,9.924331908445806e-05,0.2924275994300842,3.844499588012695e-05
0.9,0.5,GraphSAGE,2,4,2.4195259306236644e-05,0.209718108177185,1.055002212524414e-05
0.9,0.5,GraphSAGE,2,8,1.1758113916480888e-06,0.1256164014339447,5.960464477539062e-07
0.9,0.5,GraphSAGE,2,16,0.0002939262963964,0.0133632160723209,0.0002103447914123
0.9,0.5,GraphSAGE,2,32,0.3382225552030725,0.0130324149504303,0.1973769664764404
0.9,0.5,GraphSAGE,2,50,0.358107401660534,0.0163504928350448,0.391207218170166
0.9,0.5,GraphSAGE,2,100,0.2219613193712633,0.0133334267884492,0.4556935429573059
0.9,0.5,GraphSAGE,2,150,0.2372785865132529,0.0128737417981028,0.5177016258239746
0.9,0.5,GraphSAGE,2,200,0.2712924772461248,0.0132299596443772,0.5893070101737976
0.9,0.5,GraphSAGE,3,1,0.0001635353138995,0.312510073184967,7.12275505065918e-05
0.9,0.5,GraphSAGE,3,2,6.473903380680023e-05,0.2718655169010162,3.36766242980957e-05
0.9,0.5,GraphSAGE,3,4,9.06864942853181e-06,0.1631849706172943,5.781650543212891e-06
0.9,0.5,GraphSAGE,3,8,3.642085952900975e-06,0.0353064909577369,6.616115570068359e-06
0.9,0.5,GraphSAGE,3,16,1.705313345276826e-06,0.0177101641893386,1.5497207641601562e-06
0.9,0.5,GraphSAGE,3,32,2.067584466777126e-08,0.0148204807192087,0.0
0.9,0.5,GraphSAGE,3,50,0.0891325534601659,0.0113345077261328,0.1150165796279907
0.9,0.5,GraphSAGE,3,100,0.2109973866505377,0.0124992756173014,0.4302430748939514
0.9,0.5,GraphSAGE,3,150,0.2081647747303406,0.0140880867838859,0.4694966077804565
0.9,0.5,GraphSAGE,3,200,0.223673607608834,0.0136338723823428,0.5238287448883057
0.9,0.5,GraphSAGE,4,1,9.765861791848991e-05,0.3171881735324859,3.319978713989258e-05
0.9,0.5,GraphSAGE,4,2,7.329225953751869e-05,0.2903658151626587,3.30805778503418e-05
0.9,0.5,GraphSAGE,4,4,6.137989857417608e-06,0.1886629313230514,4.172325134277344e-06
0.9,0.5,GraphSAGE,4,8,4.73689351200593e-06,0.0230529978871345,8.702278137207031e-06
0.9,0.5,GraphSAGE,4,16,5.342445114610997e-05,0.0104801971465349,7.218122482299805e-05
0.9,0.5,GraphSAGE,4,32,0.1155381409296514,0.0112058706581592,0.1279776692390442
0.9,0.5,GraphSAGE,4,50,0.2581794706170355,0.0103982295840978,0.5639934539794922
0.9,0.5,GraphSAGE,4,100,0.4057806164827104,0.0129627175629138,0.5383316278457642
0.9,0.5,GraphSAGE,4,150,0.250151174390399,0.0122074102982878,0.4640865325927734
0.9,0.5,GraphSAGE,4,200,0.2461266285660592,0.011662459000945,0.5553460121154785
0.9,0.5,GraphSAGE,5,1,0.00012098997537,0.3098953366279602,4.911422729492188e-05
0.9,0.5,GraphSAGE,5,2,5.338419190431074e-05,0.2993974983692169,2.694129943847656e-05
0.9,0.5,GraphSAGE,5,4,2.8527296393297595e-06,0.1463458389043808,2.026557922363281e-06
0.9,0.5,GraphSAGE,5,8,1.1677120088640758e-05,0.0207387618720531,1.1682510375976562e-05
0.9,0.5,GraphSAGE,5,16,2.3027620827841979e-07,0.034777246415615,2.384185791015625e-07
0.9,0.5,GraphSAGE,5,32,1.2543218409009631e-05,0.0098872669041156,3.230571746826172e-05
0.9,0.5,GraphSAGE,5,50,0.0013433248105881,0.0138142267242074,0.0004163980484008
0.9,0.5,GraphSAGE,5,100,0.2047762619577706,0.010290440171957,0.4666599035263061
0.9,0.5,GraphSAGE,5,150,0.2325666090066152,0.0119209662079811,0.5761120915412903
0.9,0.5,GraphSAGE,5,200,0.2551373780231419,0.0119141424074769,0.6363624334335327
