dataset,model,graph_seed,init_seed,lr,test_best,best_val,nde,effective_rank,rank_ratio,pairwise
Roman-Empire,GraphSAGEPairNorm,1,65,0.03,0.5939884781837463,0.6244483590126038,1.62927718454828,14.601143836975098,0.1140714362263679,0.9958462119102478
Roman-Empire,GraphSAGEPairNorm,1,83,0.03,0.5898354053497314,0.6173874735832214,1.668679141503281,14.164356231689451,0.1106590330600738,0.997736930847168
Roman-Empire,GraphSAGE,1,11,0.03,0.1392306536436081,0.1456310749053955,2.598089059534726e-25,1.000038743019104,0.0078128026798367,2.384185791015625e-07
Roman-Empire,GraphSAGE,1,29,0.03,0.14296838641166687,0.1460723727941513,0.0,1.0000231266021729,0.0078126806765794,1.1920928955078125e-07
Roman-Empire,GraphSAGE,1,47,0.03,0.36302757263183594,0.3614298403263092,0.8979947021544317,5.232008934020996,0.040875069797039,0.5202451348304749
Roman-Empire,GraphSAGE,1,65,0.03,0.13995742797851562,0.14298322796821594,2.071170673135728e-25,1.000064253807068,0.0078130019828677,1.1920928955078125e-07
Roman-Empire,GraphSAGE,1,83,0.03,0.37029537558555603,0.38526037335395813,0.6703189819605235,5.142417907714844,0.0401751399040222,0.4335403442382812
Roman-Empire,GraphSAGEPairNorm,2,11,0.001,0.3662980794906616,0.3698146641254425,1.2855120248081051,17.171985626220703,0.1341561377048492,0.9872660636901855
Roman-Empire,GraphSAGEPairNorm,2,29,0.001,0.3614182472229004,0.3605472147464752,1.209627056985066,17.277734756469727,0.1349823027849197,0.9850346446037292
Roman-Empire,GraphSAGEPairNorm,2,47,0.001,0.356175035238266,0.36672550439834595,1.2028859133650196,18.50436019897461,0.1445653140544891,0.989610195159912
Roman-Empire,GraphSAGEPairNorm,2,65,0.001,0.35440999269485474,0.35789939761161804,1.4324086639975735,17.45728302001953,0.1363850235939026,0.9877079129219056
Roman-Empire,GraphSAGEPairNorm,2,83,0.001,0.36027616262435913,0.3605472147464752,1.1471141659029158,17.203237533569336,0.1344002932310104,0.9874973893165588
Roman-Empire,GraphSAGE,2,11,0.001,0.41961273550987244,0.4205648899078369,1.4689913167690924,5.209725856781006,0.0407009832561016,0.7682659029960632
Roman-Empire,GraphSAGE,2,29,0.001,0.432279497385025,0.4298323094844818,1.6217549401510292,5.4510650634765625,0.0425864458084106,0.7934987545013428
Roman-Empire,GraphSAGE,2,47,0.001,0.4037792682647705,0.4205648899078369,1.3991951266649876,4.847968101501465,0.0378747507929801,0.7503637075424194
Roman-Empire,GraphSAGE,2,65,0.001,0.3926698863506317,0.394527792930603,1.4400878437009903,4.103323459625244,0.0320572145283222,0.8196515440940857
Roman-Empire,GraphSAGE,2,83,0.001,0.4224160313606262,0.4227713942527771,1.4685373251905214,5.515432834625244,0.0430893190205097,0.79665607213974
Roman-Empire,GraphSAGEPairNorm,2,11,0.003,0.46659398078918457,0.4558693766593933,1.4516635061954335,18.7457332611084,0.1464510411024093,0.9982213973999025
Roman-Empire,GraphSAGEPairNorm,2,29,0.003,0.4470747113227844,0.4492497742176056,1.350235691327451,17.700021743774414,0.1382814198732376,0.9986966848373412
Roman-Empire,GraphSAGEPairNorm,2,47,0.003,0.4404817521572113,0.4461606442928314,1.3246897259424393,18.62342834472656,0.1454955339431762,0.9981377720832824
Roman-Empire,GraphSAGEPairNorm,2,65,0.003,0.4647251069545746,0.4730803370475769,1.6203935254021111,18.50378799438477,0.1445608437061309,0.9982897639274596
Roman-Empire,GraphSAGEPairNorm,2,83,0.003,0.4422987103462219,0.44748455286026,1.3118832002415686,18.18354797363281,0.1420589685440063,0.9984288215637208
Roman-Empire,GraphSAGE,2,11,0.003,0.4854903221130371,0.47793468832969666,1.6055452188579689,6.901120662689209,0.0539150051772594,0.8704444169998169
Roman-Empire,GraphSAGE,2,29,0.003,0.48725536465644836,0.48587819933891296,1.5368504448152247,7.420392513275146,0.057971816509962,0.8528895378112793
Roman-Empire,GraphSAGE,2,47,0.003,0.4738098978996277,0.48587819933891296,1.500403473765057,7.003386497497559,0.0547139570116996,0.878446102142334
Roman-Empire,GraphSAGE,2,65,0.003,0.48279082775115967,0.48808473348617554,1.5851074293859275,7.635022163391113,0.059648610651493,0.8352437019348145
Roman-Empire,GraphSAGE,2,83,0.003,0.44286975264549255,0.4382171332836151,1.3681371672935383,6.888545036315918,0.0538167580962181,0.7842999696731567
Roman-Empire,GraphSAGEPairNorm,2,11,0.03,0.6139230728149414,0.6125330924987793,1.7853030215429402,13.278512001037598,0.1037383750081062,0.998507022857666
Roman-Empire,GraphSAGEPairNorm,2,29,0.03,0.5993874073028564,0.6076787114143372,1.7178463827100454,14.127921104431152,0.1103743836283683,0.997137725353241
Roman-Empire,GraphSAGEPairNorm,2,47,0.03,0.6161553263664246,0.6191527247428894,1.7743693535311549,14.973905563354492,0.1169836372137069,0.9983124732971193
Roman-Empire,GraphSAGEPairNorm,2,65,0.03,0.6114312410354614,0.6142983436584473,1.7008161676657414,14.012032508850098,0.1094690039753913,0.9986676573753356
Roman-Empire,GraphSAGEPairNorm,2,83,0.03,0.6040076613426208,0.6191527247428894,1.8855251479285533,14.732751846313477,0.115099623799324,0.9989856481552124
Roman-Empire,GraphSAGE,2,11,0.03,0.13959403336048126,0.13945278525352478,1.3712818384712543e-37,1.0000230073928833,0.0078126797452569,1.1920928955078125e-07
Roman-Empire,GraphSAGE,2,29,0.03,0.14208586513996124,0.14298322796821594,2.476022560957673e-25,1.0000571012496948,0.0078129461035132,0.0
Roman-Empire,GraphSAGE,2,47,0.03,0.14141099154949188,0.14033539593219757,3.814997366799872e-17,1.1820229291915894,0.0092345541343092,-1.1920928955078125e-07
Roman-Empire,GraphSAGE,2,65,0.03,0.42080673575401306,0.4315975308418274,0.7494742866131433,6.166521072387695,0.0481759458780288,0.4346925616264343
Roman-Empire,GraphSAGE,2,83,0.03,0.4441675841808319,0.45233893394470215,0.6385325400407392,7.650568962097168,0.0597700700163841,0.3729130029678345
Roman-Empire,GraphSAGEPairNorm,3,11,0.001,0.3464154005050659,0.342894971370697,1.150902046439496,17.520893096923828,0.1368819773197174,0.9926196932792664
Roman-Empire,GraphSAGEPairNorm,3,29,0.001,0.36562320590019226,0.3623124361038208,1.3608224465071506,16.506935119628906,0.1289604306221008,0.9900747537612916
Roman-Empire,GraphSAGEPairNorm,3,47,0.001,0.3571094870567322,0.3614298403263092,1.2885550132536887,17.201744079589844,0.1343886256217956,0.989154815673828
Roman-Empire,GraphSAGEPairNorm,3,65,0.001,0.33696722984313965,0.343777596950531,1.1996319444204364,17.036882400512695,0.1331006437540054,0.9907498955726624
Roman-Empire,GraphSAGEPairNorm,3,83,0.001,0.3518143594264984,0.3521623909473419,1.1123933290862065,16.66046142578125,0.130159854888916,0.9958547949790956
Roman-Empire,GraphSAGE,3,11,0.001,0.41525202989578247,0.4121800661087036,1.3622461372819037,5.606414794921875,0.0438001155853271,0.7957853674888611
Roman-Empire,GraphSAGE,3,29,0.001,0.4250635802745819,0.4240953326225281,1.1996161206114873,4.954858779907227,0.0387098342180252,0.7312854528427124
Roman-Empire,GraphSAGE,3,47,0.001,0.4082956910133362,0.4055604636669159,1.2471186383005928,4.545291423797607,0.0355100892484188,0.754387378692627
Roman-Empire,GraphSAGE,3,65,0.001,0.39536935091018677,0.394527792930603,1.264487263795428,4.860058307647705,0.0379692055284976,0.7929137945175171
Roman-Empire,GraphSAGE,3,83,0.001,0.4159788191318512,0.41703441739082336,1.1695721566684554,4.739581108093262,0.0370279774069786,0.7474254369735718
Roman-Empire,GraphSAGEPairNorm,3,11,0.003,0.48175257444381714,0.47793468832969666,1.6102983228907777,18.750904083251957,0.1464914381504058,0.9991772770881652
Roman-Empire,GraphSAGEPairNorm,3,29,0.003,0.4596376419067383,0.4545454680919647,1.3994989814641738,18.96619033813477,0.1481733620166778,0.9992667436599731
Roman-Empire,GraphSAGEPairNorm,3,47,0.003,0.4806104898452759,0.47749337553977966,1.6842568113599974,17.557100296020508,0.1371648460626602,0.9982244968414308
Roman-Empire,GraphSAGEPairNorm,3,65,0.003,0.4931734502315521,0.4924978017807007,1.7237535181267685,18.05911445617676,0.1410868316888809,0.9982309341430664
Roman-Empire,GraphSAGEPairNorm,3,83,0.003,0.4656076431274414,0.46072375774383545,1.36920731591014,18.52657890319824,0.1447388976812362,0.9974146485328674
Roman-Empire,GraphSAGE,3,11,0.003,0.4628043472766876,0.46910855174064636,1.2967714284511105,6.654985904693604,0.0519920773804187,0.7709702849388123
Roman-Empire,GraphSAGE,3,29,0.003,0.4739656448364258,0.45984113216400146,1.3923339029559316,6.844897747039795,0.0534757636487484,0.7949758768081665
Roman-Empire,GraphSAGE,3,47,0.003,0.4484763443470001,0.45101499557495117,1.3767690812377722,6.8814568519592285,0.0537613816559314,0.7868225574493408
Roman-Empire,GraphSAGE,3,65,0.003,0.4435446262359619,0.43424537777900696,1.3016937403966369,7.217591285705566,0.0563874319195747,0.7271609306335449
Roman-Empire,GraphSAGE,3,83,0.003,0.4251154959201813,0.41835835576057434,1.0840275741071286,7.52932596206665,0.0588228590786457,0.712607741355896
Roman-Empire,GraphSAGEPairNorm,3,11,0.03,0.6198411583900452,0.6240070462226868,1.817756933865016,14.249265670776367,0.1113223880529403,0.9972141981124878
Roman-Empire,GraphSAGEPairNorm,3,29,0.03,0.6172454953193665,0.6275374889373779,1.8104756404663496,13.734291076660156,0.1072991490364074,0.9962872266769408
Roman-Empire,GraphSAGEPairNorm,3,47,0.03,0.612625241279602,0.6213592290878296,1.7881598260876408,13.818977355957031,0.1079607605934143,0.9988215565681458
Roman-Empire,GraphSAGEPairNorm,3,65,0.03,0.6084721684455872,0.6151809692382812,1.718095258531154,13.78325366973877,0.1076816692948341,0.9944807887077332
Roman-Empire,GraphSAGEPairNorm,3,83,0.03,0.622177243232727,0.6266549229621887,1.8369227504725163,13.627289772033691,0.1064632013440132,0.999106764793396
Roman-Empire,GraphSAGE,3,11,0.03,0.42958003282546997,0.43733450770378113,0.4604094534643002,4.29054594039917,0.0335198901593685,0.3435210585594177
Roman-Empire,GraphSAGE,3,29,0.03,0.13990551233291626,0.14165931940078735,1.0180636455388608e-16,1.259090781211853,0.0098366467282176,-1.1920928955078125e-07
Roman-Empire,GraphSAGE,3,47,0.03,0.13559673726558685,0.1456310749053955,2.0475321734021216e-19,1.0090343952178955,0.0078830812126398,-1.1920928955078125e-07
Roman-Empire,GraphSAGE,3,65,0.03,0.4422987103462219,0.45057371258735657,0.8051269924449349,7.403285026550293,0.0578381642699241,0.4593645334243774
Roman-Empire,GraphSAGE,3,83,0.03,0.4287494122982025,0.4307149052619934,0.643157361096714,3.966017484664917,0.0309845115989446,0.643568217754364
Roman-Empire,GraphSAGEPairNorm,4,11,0.001,0.36053574085235596,0.3623124361038208,1.4146088325497783,16.42729377746582,0.1283382326364517,0.980072259902954
Roman-Empire,GraphSAGEPairNorm,4,29,0.001,0.36982816457748413,0.3773168623447418,1.1722644035387004,17.46935272216797,0.1364793181419372,0.9864873886108398
Roman-Empire,GraphSAGEPairNorm,4,47,0.001,0.3718527853488922,0.3698146641254425,1.368018598077296,15.802106857299805,0.1234539598226547,0.9780117869377136
Roman-Empire,GraphSAGEPairNorm,4,65,0.001,0.34298914670944214,0.3605472147464752,1.116482168729407,16.63086700439453,0.1299286484718322,0.9860880374908448
Roman-Empire,GraphSAGEPairNorm,4,83,0.001,0.34314489364624023,0.35657545924186707,1.249363228549868,16.341772079467773,0.1276700943708419,0.9915050864219666
Roman-Empire,GraphSAGE,4,11,0.001,0.40154701471328735,0.41129744052886963,1.303123733430822,5.471251487731934,0.0427441522479057,0.7146059274673462
Roman-Empire,GraphSAGE,4,29,0.001,0.41603073477745056,0.42674314975738525,1.4232654099753033,5.330556869506836,0.0416449755430221,0.8059518337249756
Roman-Empire,GraphSAGE,4,47,0.001,0.39464259147644043,0.4223301112651825,1.3311547761671745,4.989431381225586,0.0389799326658248,0.7601186037063599
Roman-Empire,GraphSAGE,4,65,0.001,0.40637490153312683,0.4130626618862152,1.2552577749012428,4.175907135009766,0.0326242744922637,0.637693464756012
Roman-Empire,GraphSAGE,4,83,0.001,0.38971084356307983,0.4201235771179199,1.2662236691171866,4.848933696746826,0.0378822945058345,0.6939030885696411
Roman-Empire,GraphSAGEPairNorm,4,11,0.003,0.44442713260650635,0.4721977114677429,1.517985209281655,19.392963409423828,0.1515075266361236,0.9970955848693848
Roman-Empire,GraphSAGEPairNorm,4,29,0.003,0.4332658350467682,0.4567520022392273,1.3843635015688427,18.38509559631348,0.143633559346199,0.9978402853012084
Roman-Empire,GraphSAGEPairNorm,4,47,0.003,0.45724964141845703,0.4761694669723511,1.4893754950596998,18.21714782714844,0.1423214673995971,0.9974610209465028
Roman-Empire,GraphSAGEPairNorm,4,65,0.003,0.4481648802757263,0.4726390242576599,1.5193900943075709,18.920412063598636,0.1478157192468643,0.9988402724266052
Roman-Empire,GraphSAGEPairNorm,4,83,0.003,0.4333696663379669,0.4466019570827484,1.4476283256227809,18.81868934631348,0.147021010518074,0.998678982257843
Roman-Empire,GraphSAGE,4,11,0.003,0.4469708800315857,0.462930291891098,1.2345102094002165,6.454327583312988,0.0504244342446327,0.7517394423484802
Roman-Empire,GraphSAGE,4,29,0.003,0.44214296340942383,0.46248897910118103,1.433787251156715,7.048239231109619,0.0550643689930439,0.8039497137069702
Roman-Empire,GraphSAGE,4,47,0.003,0.44074130058288574,0.45145630836486816,1.550327016479541,6.642333030700684,0.051893226802349,0.8363513946533203
Roman-Empire,GraphSAGE,4,65,0.003,0.4357057511806488,0.4545454680919647,1.216698899810963,6.184281826019287,0.0483147017657756,0.7519392371177673
Roman-Empire,GraphSAGE,4,83,0.003,0.4392358362674713,0.44527801871299744,1.2947122633000534,7.986444473266602,0.0623940974473953,0.7844063639640808
Roman-Empire,GraphSAGEPairNorm,4,11,0.03,0.6064994931221008,0.6151809692382812,1.6618332776426272,14.987013816833496,0.1170860454440116,0.9987592697143556
Roman-Empire,GraphSAGEPairNorm,4,29,0.03,0.603488564491272,0.6165048480033875,1.8530306922672983,13.914433479309082,0.1087065115571022,0.9988035559654236
Roman-Empire,GraphSAGEPairNorm,4,47,0.03,0.6037481427192688,0.6213592290878296,1.8582543068751636,14.722940444946287,0.1150229722261428,0.9978684782981871
Roman-Empire,GraphSAGEPairNorm,4,65,0.03,0.6138192415237427,0.6195939779281616,1.818582817250592,13.261740684509276,0.1036073490977287,0.9954938292503356
Roman-Empire,GraphSAGEPairNorm,4,83,0.03,0.6003737449645996,0.6134157180786133,1.7663805440601197,13.520386695861816,0.1056280210614204,0.9986148476600648
Roman-Empire,GraphSAGE,4,11,0.03,0.14161863923072815,0.14077669382095337,5.06050640468286e-29,1.000051498413086,0.0078129023313522,1.1920928955078125e-07
Roman-Empire,GraphSAGE,4,29,0.03,0.13699838519096375,0.1456310749053955,1.5246636353981962e-15,1.4276388883590698,0.0111534288153052,1.1920928955078125e-07
Roman-Empire,GraphSAGE,4,47,0.03,0.13959403336048126,0.13945278525352478,6.0426434745588226e-24,1.0001153945922852,0.0078134015202522,1.1920928955078125e-07
Roman-Empire,GraphSAGE,4,65,0.03,0.4139541983604431,0.4240953326225281,0.5519036613988976,7.149890422821045,0.0558585189282894,0.2931119203567505
Roman-Empire,GraphSAGE,4,83,0.03,0.13959403336048126,0.13945278525352478,1.2567083130746053e-18,1.0214054584503174,0.0079797301441431,0.0
Roman-Empire,GraphSAGEPairNorm,5,11,0.001,0.36302757263183594,0.37599295377731323,1.406651857316192,16.25861358642578,0.1270204186439514,0.9837636351585388
Roman-Empire,GraphSAGEPairNorm,5,29,0.001,0.36904945969581604,0.3790820837020874,1.385870463522837,18.219215393066406,0.1423376202583313,0.9873512983322144
Roman-Empire,GraphSAGEPairNorm,5,47,0.001,0.3635466992855072,0.3680494427680969,1.338707385466157,18.23189353942871,0.1424366682767868,0.9859643578529358
Roman-Empire,GraphSAGEPairNorm,5,65,0.001,0.36930903792381287,0.3790820837020874,1.2284189660368434,18.03744506835937,0.1409175395965576,0.9894815683364868
Roman-Empire,GraphSAGEPairNorm,5,83,0.001,0.3572133183479309,0.34995588660240173,1.3721627913921537,16.207433700561523,0.1266205757856369,0.9852783679962158
Roman-Empire,GraphSAGE,5,11,0.001,0.42329853773117065,0.4289496839046478,1.5953885684760998,5.359437465667725,0.0418706052005291,0.8129820823669434
Roman-Empire,GraphSAGE,5,29,0.001,0.4094896912574768,0.4157105088233948,1.6609010215453874,4.536391258239746,0.035440556704998,0.7985890507698059
Roman-Empire,GraphSAGE,5,47,0.001,0.4121372699737549,0.4157105088233948,1.600206827461835,4.398986339569092,0.0343670807778835,0.7871384620666504
Roman-Empire,GraphSAGE,5,65,0.001,0.39396771788597107,0.39982348680496216,1.6007485533409016,4.408644676208496,0.0344425365328788,0.8210846185684204
Roman-Empire,GraphSAGE,5,83,0.001,0.415615439414978,0.4157105088233948,1.700184116531729,4.7099223136901855,0.0367962680757045,0.8097833395004272
Roman-Empire,GraphSAGEPairNorm,5,11,0.003,0.4479053020477295,0.47087380290031433,1.557892667595755,17.348773956298828,0.1355372965335846,0.998232126235962
Roman-Empire,GraphSAGEPairNorm,5,29,0.003,0.44764575362205505,0.46999117732048035,1.4087696363788953,18.487268447875977,0.144431784749031,0.9988148808479308
Roman-Empire,GraphSAGEPairNorm,5,47,0.003,0.46415406465530396,0.48543688654899597,1.4116497517706803,18.311038970947266,0.1430549919605255,0.9990480542182922
Roman-Empire,GraphSAGEPairNorm,5,65,0.003,0.4474380910396576,0.46822595596313477,1.4694165797670204,18.88678932189941,0.1475530415773391,0.9986668229103088
Roman-Empire,GraphSAGEPairNorm,5,83,0.003,0.43980687856674194,0.45189762115478516,1.413145571807542,17.98318099975586,0.1404936015605926,0.998662531375885
Roman-Empire,GraphSAGE,5,11,0.003,0.43736696243286133,0.447925865650177,1.838079343229398,6.9403605461120605,0.0542215667665004,0.8862181305885315
Roman-Empire,GraphSAGE,5,29,0.003,0.4581840932369232,0.46954986453056335,1.7523679682855329,6.913228511810303,0.0540095977485179,0.8068200349807739
Roman-Empire,GraphSAGE,5,47,0.003,0.4280226230621338,0.447925865650177,1.7190592111005811,6.376754760742188,0.0498183965682983,0.8156505823135376
Roman-Empire,GraphSAGE,5,65,0.003,0.4480091333389282,0.4554280638694763,1.606272309780643,6.849592208862305,0.0535124391317367,0.8350710868835449
Roman-Empire,GraphSAGE,5,83,0.003,0.44795721769332886,0.4571932852268219,1.6226831648462243,7.971820831298828,0.062279850244522,0.8781823515892029
Roman-Empire,GraphSAGEPairNorm,5,11,0.03,0.6034366488456726,0.6231244802474976,1.6223903327774791,14.772077560424805,0.1154068559408187,0.9958190321922302
Roman-Empire,GraphSAGEPairNorm,5,29,0.03,0.6000623106956482,0.6244483590126038,1.6751577007516218,14.492018699645996,0.1132188960909843,0.9971074461936952
Roman-Empire,GraphSAGEPairNorm,5,47,0.03,0.6089394092559814,0.6279788017272949,1.7388201013674105,15.272822380065918,0.1193189248442649,0.9983307123184204
Roman-Empire,GraphSAGEPairNorm,5,65,0.03,0.5998027324676514,0.6244483590126038,1.7196467870118386,14.565186500549316,0.1137905195355415,0.9973888397216796
Roman-Empire,GraphSAGEPairNorm,5,83,0.03,0.6017234921455383,0.6306266784667969,1.7614269901146122,14.895186424255373,0.116368643939495,0.9974507689476012
Roman-Empire,GraphSAGE,5,11,0.03,0.42620566487312317,0.4324801564216614,0.4338985619261778,4.995665073394775,0.0390286333858966,0.3909285068511963
Roman-Empire,GraphSAGE,5,29,0.03,0.42111819982528687,0.4311562180519104,0.6628363154126541,4.559675693511963,0.0356224663555622,0.6271636486053467
Roman-Empire,GraphSAGE,5,47,0.03,0.36821886897087097,0.3887908160686493,0.9334689063601472,5.7839460372924805,0.0451870784163475,0.668607234954834
Roman-Empire,GraphSAGE,5,65,0.03,0.41587498784065247,0.432921439409256,0.669534812828116,3.707172155380249,0.0289622824639081,0.695177435874939
Roman-Empire,GraphSAGE,5,83,0.03,0.41805532574653625,0.4289496839046478,0.2345909609293605,7.477248668670654,0.0584160052239894,0.2085928320884704
