dataset,model,depth,graph_seed,init_seed,split_idx,best_epoch,best_val,test_best,data_path
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,3,65,0,1938,0.8985800743103027,0.8837639093399048,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,3,83,0,1643,0.9036511182785034,0.8874634504318237,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,3,11,0,440,0.8975659012794495,0.882689893245697,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,3,29,0,2182,0.8970587849617004,0.8777373433113098,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,3,47,0,646,0.8945233225822449,0.883465588092804,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,3,65,0,11,0.8975659012794495,0.8961751461029053,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,3,83,0,1033,0.8975659012794495,0.8822125196456909,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,3,11,0,401,0.8919878005981445,0.8825108408927917,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,3,29,0,2342,0.9016227126121521,0.8885374665260315,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,3,47,0,772,0.8955374956130981,0.8832865953445435,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,3,65,0,1687,0.900608479976654,0.888358473777771,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,3,83,0,1636,0.8940162062644958,0.8808997869491577,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,3,11,0,81,0.8955374956130981,0.894027054309845,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,3,29,0,1458,0.8940162062644958,0.8817351460456848,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,3,47,0,69,0.8985800743103027,0.8900888562202454,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,3,65,0,57,0.8919878005981445,0.8861507177352905,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,3,83,0,1903,0.8970587849617004,0.8829285502433777,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,3,11,0,2162,0.5759046673774719,0.5804392099380493,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,3,29,0,769,0.5953221321105957,0.5929502248764038,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,3,47,0,1565,0.6001765131950378,0.5932098031044006,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,3,65,0,1169,0.581641674041748,0.5802834630012512,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,3,83,0,2048,0.5750220417976379,0.5689663887023926,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,3,11,0,2332,0.5648720264434814,0.5724964737892151,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,3,29,0,919,0.5609002709388733,0.567772388458252,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,3,47,0,2139,0.5741394758224487,0.5739500522613525,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,3,65,0,1240,0.552074134349823,0.5580127835273743,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,3,83,0,1779,0.5626655220985413,0.5613352060317993,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,3,11,0,1438,0.5569285154342651,0.5428022742271423,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,3,29,0,1730,0.4730803370475769,0.4749000668525696,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,3,47,0,2206,0.5895851850509644,0.5771167278289795,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,3,65,0,2027,0.6028243899345398,0.5922753214836121,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,3,83,0,2257,0.5785525441169739,0.5768572092056274,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,3,11,0,2381,0.5900264978408813,0.5799200534820557,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,3,29,0,2337,0.6010591387748718,0.5899392366409302,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,3,47,0,1701,0.5860547423362732,0.585215151309967,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,3,65,0,1280,0.5573698282241821,0.5468514561653137,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,3,83,0,310,0.45101499557495117,0.43980687856674194,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,3,11,0,2041,0.7771403193473816,0.769091010093689,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,3,29,0,1651,0.7749338150024414,0.7683122754096985,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,3,47,0,1754,0.7819947004318237,0.7757877707481384,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,3,65,0,852,0.7762577533721924,0.7697139382362366,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,3,83,0,910,0.7727272510528564,0.7688314318656921,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,3,11,0,1099,0.7806708216667175,0.7657166719436646,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,3,29,0,1616,0.7771403193473816,0.7744380235671997,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,3,47,0,1085,0.7881730198860168,0.779888927936554,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,3,65,0,1962,0.7859664559364319,0.7784872651100159,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,3,83,0,1584,0.7824360132217407,0.7766702771186829,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,3,11,0,1134,0.7939099669456482,0.7905829548835754,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,3,29,0,1482,0.7771403193473816,0.7676893472671509,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,3,47,0,736,0.7184466123580933,0.6998390555381775,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,3,65,0,2050,0.7233009934425354,0.7084047198295593,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,3,83,0,906,0.7025595903396606,0.6809946298599243,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,3,11,0,2186,0.7590467929840088,0.7400716543197632,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,3,29,0,2152,0.7056487202644348,0.6927788853645325,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,3,47,0,1148,0.7003530263900757,0.6886777877807617,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,3,65,0,1755,0.8045013546943665,0.7918807864189148,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,3,83,0,1385,0.7330096960067749,0.719410240650177,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,3,11,0,1560,0.9819064736366272,0.9790790677070618,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,3,29,0,1448,0.9819064736366272,0.9799096584320068,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,3,47,0,1991,0.9823477864265442,0.9805326461791992,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,3,65,0,922,0.9805825352668762,0.9784560799598694,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,3,83,0,1584,0.9805825352668762,0.9778331518173218,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,3,11,0,617,0.9841129779815674,0.9798058271408081,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,3,29,0,543,0.9863195419311523,0.9830763339996338,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,3,47,0,1411,0.9849956035614014,0.9819342494010925,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,3,65,0,1574,0.9849956035614014,0.9852567315101624,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,3,83,0,2381,0.9845542907714844,0.9803249835968018,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,3,11,0,1824,0.9867607951164246,0.9814151525497437,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,3,29,0,1352,0.9849956035614014,0.9786118268966675,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,3,47,0,2195,0.9876434206962585,0.9822457432746887,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,3,65,0,2004,0.9863195419311523,0.9826610684394836,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,3,83,0,1939,0.9849956035614014,0.9822976589202881,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,3,11,0,2123,0.9867607951164246,0.9853085875511169,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,3,29,0,2192,0.9819064736366272,0.9760161638259888,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,3,47,0,1580,0.9863195419311523,0.9812074899673462,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,3,65,0,2110,0.9867607951164246,0.984218418598175,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,3,83,0,2313,0.9872021079063416,0.983958899974823,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,11,0,969,0.8483772873878479,0.8329852223396301,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,29,0,1684,0.8458417654037476,0.8375797867774963,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,47,0,1759,0.842292070388794,0.8314934968948364,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,65,0,1603,0.8433062434196472,0.8343576192855835,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,83,0,2159,0.8468559384346008,0.8342382907867432,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,11,0,1532,0.8417849540710449,0.8275552988052368,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,29,0,912,0.842292070388794,0.8337012529373169,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,47,0,2230,0.8498985767364502,0.8334029316902161,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,65,0,793,0.8438133597373962,0.8263619542121887,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,83,0,2152,0.8453346490859985,0.8353123664855957,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,29,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,47,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,65,0,711,0.8453346490859985,0.8315531611442566,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,83,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,47,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,83,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,4,11,0,2282,0.8022311925888062,0.7883524894714355,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,4,29,0,1883,0.8007099032402039,0.7909182906150818,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,4,47,0,1556,0.7971602082252502,0.7827435731887817,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,4,65,0,1858,0.796146035194397,0.7851303815841675,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,4,83,0,1079,0.7991886138916016,0.785309374332428,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,4,11,0,690,0.795638918876648,0.7880541682243347,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,4,29,0,1372,0.796146035194397,0.7885315418243408,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,4,47,0,1461,0.7981744408607483,0.7900232672691345,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,4,65,0,1745,0.8022311925888062,0.7857270240783691,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,4,83,0,822,0.7996957302093506,0.790202260017395,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,4,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,4,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,4,47,0,4,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,4,65,0,398,0.7819472551345825,0.7761799693107605,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,4,83,0,1557,0.7915821075439453,0.7798197865486145,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,4,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,4,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,4,47,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,4,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,4,83,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,4,11,0,13,0.8935090899467468,0.8875231146812439,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,4,29,0,10,0.8980730175971985,0.891998291015625,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,4,47,0,13,0.9021297693252563,0.8963541984558105,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,4,65,0,15,0.8935090899467468,0.8838832378387451,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,4,83,0,15,0.8899593949317932,0.8844202756881714,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,4,11,0,1195,0.8924949169158936,0.8840622901916504,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,4,29,0,2097,0.889452338218689,0.8844202756881714,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,4,47,0,14,0.8965517282485962,0.8901485800743103,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,4,65,0,16,0.8955374956130981,0.8936094045639038,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,4,83,0,1377,0.8879309892654419,0.8790500164031982,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,4,11,0,131,0.8924949169158936,0.8876424431800842,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,4,29,0,1262,0.8990871906280518,0.8923563361167908,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,4,47,0,929,0.8924949169158936,0.8882988095283508,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,4,65,0,1361,0.8924949169158936,0.883047878742218,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,4,83,0,2231,0.8930020332336426,0.8783936500549316,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,4,11,0,1872,0.8945233225822449,0.8884181380271912,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,4,29,0,663,0.8914806842803955,0.8844799399375916,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,4,47,0,1773,0.8889452219009399,0.881019115447998,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,4,65,0,598,0.8965517282485962,0.8791097402572632,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,4,83,0,88,0.8859026432037354,0.8771406412124634,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed4.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,4,11,0,1895,0.5988526344299316,0.5814255475997925,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,4,29,0,2225,0.6085613369941711,0.5852670669555664,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,4,47,0,2357,0.6001765131950378,0.5803353786468506,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,4,65,0,1569,0.603706955909729,0.578154981136322,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,4,83,0,2130,0.5895851850509644,0.5692259669303894,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed4.pt
