dataset_name,h,graph_seed,init_seed,gs_L7,gs_L8,pn_L7,pn_L8,gs_depth_change,pn_depth_change,interaction,pn_L8_effect
Roman-Empire,0.9,2,11,0.9824534058570862,0.986969828605652,0.9809479117393494,0.9836993217468262,0.004516422748565785,0.0027514100074768066,-0.0017650127410889782,-0.0032705068588257946
Roman-Empire,0.9,2,29,0.9871774911880492,0.9866583347320556,0.9805326461791992,0.9829725027084352,-0.0005191564559936523,0.002439856529235951,0.002959012985229603,-0.0036858320236203834
Roman-Empire,0.9,2,47,0.9838031530380248,0.9851529002189636,0.9804807305336,0.981467068195343,0.0013497471809388317,0.000986337661743053,-0.0003634095191957787,-0.0036858320236206055
Roman-Empire,0.9,2,65,0.9872294068336488,0.9831801652908324,0.9824534058570862,0.9804288148880004,-0.004049241542816384,-0.0020245909690858044,0.0020246505737305798,-0.0027513504028320312
Roman-Empire,0.9,2,83,0.9855162501335144,0.9873851537704468,0.9801692366600036,0.9816747307777404,0.001868903636932373,0.0015054941177368164,-0.00036340951919555664,-0.00571042299270641
Roman-Empire,0.9,3,11,0.9814151525497437,0.9853085875511168,0.9790790677070618,0.979805827140808,0.00389343500137318,0.0007267594337462269,-0.003166675567626953,-0.005502760410308838
Roman-Empire,0.9,3,29,0.9786118268966676,0.9760161638259888,0.9799096584320068,0.9830763339996338,-0.002595663070678822,0.003166675567626953,0.005762338638305775,0.0070601701736450195
Roman-Empire,0.9,3,47,0.9822457432746888,0.9812074899673462,0.9805326461791992,0.9819342494010924,-0.0010382533073426403,0.0014016032218931995,0.00243985652923584,0.0007267594337462269
Roman-Empire,0.9,3,65,0.9826610684394836,0.984218418598175,0.9784560799598694,0.9852567315101624,0.0015573501586914062,0.006800651550292969,0.0052433013916015625,0.0010383129119873047
Roman-Empire,0.9,3,83,0.982297658920288,0.983958899974823,0.9778331518173218,0.9803249835968018,0.0016612410545350231,0.0024918317794799805,0.0008305907249449573,-0.0036339163780212402
Roman-Empire,0.9,4,11,0.9845818281173706,0.9849452376365662,0.9809998273849488,0.9850490689277648,0.00036340951919555664,0.00404924154281594,0.0036858320236203834,0.00010383129119861945
Roman-Empire,0.9,4,29,0.985204815864563,0.9811036586761476,0.9816228151321412,0.9843222498893738,-0.004101157188415416,0.002699434757232555,0.006800591945647971,0.0032185912132262073
Roman-Empire,0.9,4,47,0.9853085875511168,0.9854124188423156,0.9782484769821168,0.9834397435188292,0.00010383129119873047,0.0051912665367124244,0.005087435245513694,-0.001972675323486328
Roman-Empire,0.9,4,65,0.9872294068336488,0.9812074899673462,0.9781965613365172,0.9852567315101624,-0.006021916866302601,0.0070601701736451306,0.013082087039947732,0.004049241542816162
Roman-Empire,0.9,4,83,0.9856200814247132,0.984477996826172,0.9839069843292236,0.9820899963378906,-0.0011420845985412598,-0.0018169879913330078,-0.000674903392791748,-0.002388000488281361
Roman-Empire,0.9,5,11,0.9776254892349244,0.9865025877952576,0.9723823070526124,0.9786637425422668,0.008877098560333141,0.00628143548965443,-0.002595663070678711,-0.007838845252990723
Roman-Empire,0.9,5,29,0.9803249835968018,0.984477996826172,0.976068079471588,0.978144645690918,0.004153013229370228,0.002076566219329945,-0.002076447010040283,-0.006333351135254017
Roman-Empire,0.9,5,47,0.9819342494010924,0.9831282496452332,0.9744588136672974,0.9804288148880004,0.001194000244140736,0.005970001220703014,0.004776000976562278,-0.002699434757232777
Roman-Empire,0.9,5,65,0.9811036586761476,0.9802730679512024,0.9728494882583618,0.980221152305603,-0.0008305907249451794,0.007371664047241211,0.00820225477218639,-5.1915645599365234e-05
Roman-Empire,0.9,5,83,0.9798577427864076,0.9804807305336,0.9774178266525269,0.9812074899673462,0.0006229877471923828,0.003789663314819336,0.003166675567626953,0.0007267594337462269
