dataset,model,uses_pairnorm,num_layers,hidden_channels,seed,graph_seed,split_idx,target_homophily,realized_homophily,feature_signal,best_epoch,nearest_best_metric_epoch,final_metric_epoch,best_train_acc,best_val_acc,best_test_acc,best_pairwise_distance,best_edge_distance,best_rank_ratio,best_normalized_dirichlet,final_pairwise_distance,final_edge_distance,final_rank_ratio,final_normalized_dirichlet
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,2,128,4,4,0,0.9,0.8974410891532898,0.5,16,16,200,1.0,0.6899999976158142,0.6811764240264893,0.9874939918518066,0.9621341824531556,0.5965145826339722,1.9122859902533584,0.9761412739753724,0.9583531022071838,0.4084953963756561,1.912528972170178
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,7,128,4,4,0,0.9,0.8974410891532898,0.5,31,32,200,1.0,1.0,0.9958823323249817,0.2193676233291626,0.0482137091457843,0.0108917597681283,0.2233645096182023,0.8547154068946838,0.2006149441003799,0.0097033865749835,0.2710564264549916
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,8,128,4,4,0,0.9,0.8974410891532898,0.5,30,32,200,1.0,1.0,0.99294114112854,0.1279776692390442,0.0256928652524948,0.0112058706581592,0.1155381409296514,0.5553460121154785,0.1174025535583496,0.011662459000945,0.2461266285660592
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,4,4,0,0.9,0.8974410891532898,0.5,109,100,200,1.0,0.824999988079071,0.8247058391571045,1.000211477279663,0.901580572128296,0.4400572776794433,1.7317692246253542,1.0005322694778442,0.9207855463027954,0.4376735389232635,1.7843578938007334
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,4,4,0,0.9,0.8974410891532898,0.5,3,2,200,1.0,1.0,0.9970588088035583,0.9992583394050598,0.895128071308136,0.7243620157241821,1.7680278042936524,0.9934849739074708,0.2728060185909271,0.0191490557044744,0.5171218550882758
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,4,4,0,0.9,0.8974410891532898,0.5,3,2,200,1.0,1.0,0.9976470470428467,0.9984489679336548,0.8983637094497681,0.7212837934494019,1.77584248341106,0.9895011186599731,0.287772387266159,0.0179540533572435,0.5699180631515451
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,2,128,5,5,0,0.9,0.9006322622299194,0.5,3,2,200,0.9699999690055847,0.7149999737739563,0.6788235306739807,0.985628068447113,0.9837120175361632,0.6504549384117126,1.963082268262684,0.9756712317466736,0.9500175714492798,0.4145088195800781,1.8857613609178152
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,7,128,5,5,0,0.9,0.9006322622299194,0.5,28,32,200,1.0,0.9950000047683716,0.9917646646499634,0.1993029713630676,0.0495792925357818,0.0109624359756708,0.2095297175104717,0.7491673231124878,0.1597633957862854,0.010846996679902,0.326261575029261
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,8,128,5,5,0,0.9,0.9006322622299194,0.5,39,32,200,1.0,1.0,0.9982352256774902,3.230571746826172e-05,6.053528522897977e-06,0.0098872669041156,1.2543218409009631e-05,0.6363624334335327,0.1243304088711738,0.0119141424074769,0.2551373780231419
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,5,5,0,0.9,0.9006322622299194,0.5,104,100,200,1.0,0.8799999952316284,0.8529411554336548,1.0007015466690063,0.8773563504219055,0.4490393102169037,1.6730882307974606,1.0002652406692505,0.900568425655365,0.4118140339851379,1.7293584920955178
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,5,5,0,0.9,0.9006322622299194,0.5,3,2,200,0.9899999499320984,1.0,0.99647057056427,0.9990004301071168,0.9254387617111206,0.7272015810012817,1.8329965140199511,0.988620102405548,0.3305571377277374,0.023421986028552,0.6434056170780115
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,5,5,0,0.9,0.9006322622299194,0.5,4,4,200,1.0,1.0,0.9999999403953552,0.9994760751724244,0.2631479203701019,0.3200989663600921,0.5108147982489373,0.9840237498283386,0.3291261494159698,0.019343527033925,0.6375072905543325
