model,distance,width,graph_seed,init_seed,layers,best_epoch,test_acc,matched_influence,distractor_influence,specificity
GraphSAGERewired,8,1,3,11,8,3,1.0,0.014179795656673377,1.6282385841837055e-06,0.9998851850423416
GraphSAGERewired,8,1,3,29,8,2,1.0,0.008810182982415427,1.8632041673960487e-06,0.999788561574947
GraphSAGERewired,8,1,3,47,8,3,1.0,0.024326260245288722,2.7791037093827242e-06,0.9998857700598285
GraphSAGERewired,8,1,4,11,8,3,1.0,0.01386247653135797,1.9703199884979483e-06,0.9998578867942239
GraphSAGERewired,8,1,4,29,8,2,1.0,0.008034811402467312,2.7704937384243067e-06,0.9996553074327755
GraphSAGERewired,8,1,4,47,8,3,1.0,0.023082679945218842,2.6221759066302752e-06,0.9998864135763631
GraphSAGERewired,8,1,5,11,8,3,1.0,0.013620615456602536,2.485319037681677e-06,0.9998175657599228
GraphSAGERewired,8,1,5,29,8,2,1.0,0.0051860139465134125,1.666893902463329e-06,0.9996786820636389
GraphSAGERewired,8,1,5,47,8,3,1.0,0.014382413566636387,2.7673982239129202e-06,0.9998076215217256
GraphSAGE,8,2,1,11,8,58,0.5921223958333334,0.03654594495310448,0.036376593430759385,0.5011611740697458
GraphSAGE,8,2,1,29,8,22,0.5947265625,0.03328408670495264,0.033458466379670426,0.49869363945746814
GraphSAGE,8,2,1,47,8,30,0.5940755208333334,0.029279276059241965,0.029030027915723622,0.5021372930692252
GraphSAGE,8,2,2,11,8,18,0.6002604166666666,0.04324429092230275,0.043238203739747405,0.5000351931427225
GraphSAGE,8,2,2,29,8,10,0.5983072916666666,0.03288405637067626,0.03267083560422179,0.5016262765373243
GraphSAGE,8,2,2,47,8,5,0.5973307291666666,0.0030945404835733825,0.0027374929334200715,0.5306108970545093
GraphSAGE,8,2,3,11,8,207,0.6471354166666666,0.28668524296517717,0.20000209120917134,0.5890542507150749
GraphSAGE,8,2,3,29,8,60,0.603515625,0.044022319814303046,0.037884003253566334,0.5374715670887547
GraphSAGE,8,2,3,47,8,82,0.6129557291666666,0.031595063890563324,0.03167968036723323,0.4993313566205513
GraphSAGE,8,2,4,11,8,86,0.5706380208333334,0.3114984157055005,0.05020797263341592,0.8611913578169027
GraphSAGE,8,2,4,29,8,20,0.6028645833333334,0.032841149368323386,0.03268245133222081,0.5012109990400667
GraphSAGE,8,2,4,47,8,18,0.5992838541666666,0.030207474861526862,0.03017532330704853,0.5002662310662388
GraphSAGE,8,2,5,11,8,40,0.6005859375,0.03676491731312126,0.03717415180290118,0.4972326234582949
GraphSAGE,8,2,5,29,8,19,0.6005859375,0.034800582157913595,0.034711823042016476,0.5006384408267888
GraphSAGE,8,2,5,47,8,19,0.6028645833333334,0.029493574023945257,0.02961667551426217,0.4989587128097365
GraphSAGERewired,8,2,1,11,8,3,1.0,0.014455243264819728,7.566851164320099e-06,0.9994768062290028
GraphSAGERewired,8,2,1,29,8,3,1.0,0.050712170894257724,7.180825799757429e-06,0.9998584203749439
GraphSAGERewired,8,2,1,47,8,2,1.0,0.003864451208812625,1.3974817063555633e-06,0.9996385055862581
GraphSAGERewired,8,2,2,11,8,4,1.0,0.05919073820405174,6.345927365813964e-06,0.9998927999840057
GraphSAGERewired,8,2,2,29,8,2,1.0,0.007437978123562061,5.004080712911474e-06,0.999327677861521
GraphSAGERewired,8,2,2,47,8,3,1.0,0.025683065861812793,7.268512110414349e-06,0.9997170720705952
GraphSAGERewired,8,2,3,11,8,3,1.0,0.013530734395317268,6.445332777715862e-06,0.9995238791309047
GraphSAGERewired,8,2,3,29,8,2,1.0,0.008232458816564758,3.309724193378827e-06,0.99959812794925
GraphSAGERewired,8,2,3,47,8,3,1.0,0.015114997120690532,4.103116626907877e-06,0.9997286136369075
GraphSAGERewired,8,2,4,11,8,3,1.0,0.013389375322731212,5.54598139324014e-06,0.9995859637942689
GraphSAGERewired,8,2,4,29,8,2,1.0,0.008231885622080881,5.370652629288486e-06,0.9993480045479312
GraphSAGERewired,8,2,4,47,8,3,1.0,0.024142668124113698,5.193386842350378e-06,0.9997849338402169
GraphSAGERewired,8,2,5,11,8,3,1.0,0.012658783172810217,6.14273243559893e-06,0.9995149807048954
GraphSAGERewired,8,2,5,29,8,2,1.0,0.005145616150912247,3.7898067790642642e-06,0.999264030101828
GraphSAGERewired,8,2,5,47,8,3,1.0,0.014848276841803454,3.780204012926447e-06,0.9997454759969605
GraphSAGE,8,4,1,11,8,180,0.7766927083333334,2.3053776717788423,0.7126655225583818,0.7638650354983901
GraphSAGE,8,4,1,29,8,47,0.6429036458333334,0.06663630687398836,0.06687504769070074,0.4991059156785241
GraphSAGE,8,4,1,47,8,17,0.6438802083333334,0.05957814177963883,0.05778232327429578,0.5076508665141299
GraphSAGE,8,4,2,11,8,15,0.630859375,0.08289878396317363,0.08325220528058708,0.4989364453380027
GraphSAGE,8,4,2,29,8,16,0.6331380208333334,0.07012400863459334,0.07099017355358228,0.4969309784936153
GraphSAGE,8,4,2,47,8,9,0.6363932291666666,0.05808908381732181,0.058475082681979984,0.498344264462882
GraphSAGE,8,4,3,11,8,179,0.7412109375,3.3189589173998684,1.1199591504700948,0.747695466925286
GraphSAGE,8,4,3,29,8,14,0.6399739583333334,0.07210755092091858,0.07249444612534717,0.4986622065623958
GraphSAGE,8,4,3,47,8,4,0.6357421875,0.002463795148742065,0.002399565025143602,0.5066034717035915
GraphSAGE,8,4,4,11,8,53,0.6354166666666666,0.08343665092252195,0.08454564190469682,0.4966990836816683
GraphSAGE,8,4,4,29,8,74,0.640625,0.07641311502084136,0.07628490700153634,0.5004198090342171
GraphSAGE,8,4,4,47,8,52,0.6389973958333334,0.06895332387648523,0.06835093372501433,0.5021936324517148
GraphSAGE,8,4,5,11,8,41,0.6393229166666666,0.08739056810736656,0.08664755232166499,0.5021346351674726
GraphSAGE,8,4,5,29,8,28,0.638671875,0.07401328440755606,0.07374462182633579,0.5009091309800816
GraphSAGE,8,4,5,47,8,38,0.6419270833333334,0.06580630398821086,0.06472266127821058,0.5041509664417402
GraphSAGERewired,8,4,1,11,8,3,1.0,0.015834707777685253,1.7038629270160754e-05,0.9989251259872787
GraphSAGERewired,8,4,1,29,8,3,1.0,0.04626736126374453,2.1090053728300973e-05,0.9995443776119621
GraphSAGERewired,8,4,1,47,8,2,1.0,0.003927113968813956,6.440455218914565e-06,0.998362687909457
GraphSAGERewired,8,4,2,11,8,3,1.0,0.010576745826256229,1.1441979853810125e-05,0.9989193636283891
GraphSAGERewired,8,4,2,29,8,2,1.0,0.008383177970245015,6.892721554407899e-06,0.9991784666891634
GraphSAGERewired,8,4,2,47,8,3,1.0,0.02370035194326192,1.6761409796117732e-05,0.9992932777886627
GraphSAGERewired,8,4,3,11,8,3,1.0,0.014400997322809417,1.1368233810316042e-05,0.9992112165928024
GraphSAGERewired,8,4,3,29,8,2,1.0,0.00744049959575932,6.76094622686918e-06,0.9990921564798432
GraphSAGERewired,8,4,3,47,8,3,1.0,0.018012511602137238,1.6387228232161988e-05,0.9990910576743796
GraphSAGERewired,8,4,4,11,8,3,1.0,0.012195562332635745,8.63871171286057e-06,0.9992921525398704
GraphSAGERewired,8,4,4,29,8,2,1.0,0.0072879038234532345,1.3174365690815648e-05,0.9981955587452
GraphSAGERewired,8,4,4,47,8,3,1.0,0.017171078856335953,1.3452764596522115e-05,0.9992171584368729
GraphSAGERewired,8,4,5,11,8,3,1.0,0.013524547866836656,1.77364421105608e-05,0.9986902916299333
GraphSAGERewired,8,4,5,29,8,2,1.0,0.005119959827425191,1.2560504676795148e-05,0.9975527606591664
GraphSAGERewired,8,4,5,47,8,3,1.0,0.018524596918723546,2.999293548633375e-05,0.9983835300742091
GraphSAGE,8,8,1,11,8,14,0.7119140625,0.18161699874326587,0.1778725883923471,0.5052079538377503
GraphSAGE,8,8,1,29,8,20,0.6949869791666666,0.20373407541774213,0.18749351217411458,0.5207559023924571
GraphSAGE,8,8,1,47,8,69,0.6998697916666666,0.22341551340650767,0.21419707557652146,0.5105326469816465
GraphSAGE,8,8,2,11,8,38,0.7041015625,0.3279609333258122,0.34641641122289,0.48631665339350855
GraphSAGE,8,8,2,29,8,35,0.6979166666666666,0.30752932955510914,0.3133029732853174,0.49535007786741814
GraphSAGE,8,8,2,47,8,34,0.6962890625,0.3128840591525659,0.3223396927351132,0.4925572417943809
GraphSAGE,8,8,3,11,8,70,0.6969401041666666,0.33780405833385885,0.34106421913020313,0.4975988266755387
GraphSAGE,8,8,3,29,8,32,0.6891276041666666,0.32735300553031266,0.3458457051310688,0.48626505123311914
GraphSAGE,8,8,3,47,8,3,0.6910807291666666,0.0016959205574238467,0.0015639588094131796,0.5202402807160048
GraphSAGE,8,8,4,11,8,18,0.7102864583333334,0.2244462186936289,0.20509034278802574,0.5225311156724255
GraphSAGE,8,8,4,29,8,20,0.7171223958333334,0.2157855425029993,0.19907185365445912,0.5201438964356275
GraphSAGE,8,8,4,47,8,45,0.7063802083333334,0.2683509193593636,0.23748886643443257,0.5305057587309382
GraphSAGE,8,8,5,11,8,26,0.6901041666666666,0.29665635363198817,0.2580396947450936,0.5348088462129925
GraphSAGE,8,8,5,29,8,28,0.7063802083333334,0.26652577868662775,0.24264977779239416,0.523445745371489
GraphSAGE,8,8,5,47,8,28,0.6936848958333334,0.2192439646460116,0.2108664724510163,0.5097387687805469
GraphSAGERewired,8,8,1,11,8,3,1.0,0.015969381678587524,5.094322908405502e-05,0.9968200875840865
GraphSAGERewired,8,8,1,29,8,3,1.0,0.04294918361119926,7.364387990804744e-05,0.9982882603213014
GraphSAGERewired,8,8,1,47,8,2,1.0,0.004099112089875234,5.012110714019968e-05,0.9879203925765915
GraphSAGERewired,8,8,2,11,8,3,1.0,0.011167215154273435,6.337865344363536e-05,0.9943566070037684
GraphSAGERewired,8,8,2,29,8,2,1.0,0.011661848659059615,3.062985866364443e-05,0.9973803792228827
GraphSAGERewired,8,8,2,47,8,2,1.0,0.0036556984057369846,2.648927165083137e-05,0.9928061046952312
GraphSAGERewired,8,8,3,11,8,3,1.0,0.014740860766323749,7.202921160853748e-05,0.9951373963682318
GraphSAGERewired,8,8,3,29,8,2,1.0,0.00879913535209198,2.0264772864209135e-05,0.9977022503146706
GraphSAGERewired,8,8,3,47,8,3,1.0,0.021046508445579093,0.0001548541496845246,0.992696028381128
GraphSAGERewired,8,8,4,11,8,3,1.0,0.012468078472011257,3.270597922622187e-05,0.9973836857717863
GraphSAGERewired,8,8,4,29,8,2,1.0,0.007982635801454308,3.556667485327125e-05,0.9955642582045129
GraphSAGERewired,8,8,4,47,8,3,1.0,0.019776527169597102,0.00011287861076425543,0.9943246865690661
GraphSAGERewired,8,8,5,11,8,3,1.0,0.013818767543853028,3.485455978946561e-05,0.997484083185885
GraphSAGERewired,8,8,5,29,8,2,1.0,0.008381014804854203,1.6337367942043102e-05,0.9980544618584625
GraphSAGERewired,8,8,5,47,8,3,1.0,0.019445899193669902,3.973169480531169e-05,0.9979609746263453
