model,distance,width,graph_seed,init_seed,layers,best_epoch,test_acc,matched_influence,distractor_influence,specificity
GraphSAGE,2,2,5,29,2,399,0.9495442708333334,4.879703843966126,0.7865764197777025,0.8611829307470831
GraphSAGE,2,2,5,47,2,392,0.9521484375,3.8491257689893246,0.5260575045831501,0.8797633215135037
GraphSAGERewired,2,2,1,11,2,2,1.0,0.04707465417959611,0.0007938813660075539,0.9834153821932854
GraphSAGERewired,2,2,1,29,2,2,1.0,0.0870263522665482,0.0015540829647306964,0.9824556860478781
GraphSAGERewired,2,2,1,47,2,2,1.0,0.04701350829418516,0.0009791589566248149,0.9795977382859902
GraphSAGERewired,2,2,2,11,2,1,1.0,0.012488303584177629,0.0005469905662778274,0.9580377273483504
GraphSAGERewired,2,2,2,29,2,2,1.0,0.08659310929942876,0.0016037158150083997,0.9818166264612205
GraphSAGERewired,2,2,2,47,2,2,1.0,0.045421801252814475,0.001059332820545933,0.977209402424407
GraphSAGERewired,2,2,3,11,2,2,1.0,0.044779220574127976,0.0007833142967683671,0.9828079298052504
GraphSAGERewired,2,2,3,29,2,1,1.0,0.02615076875372324,0.0007564370065438197,0.9718871957848292
GraphSAGERewired,2,2,3,47,2,2,1.0,0.045432167549734004,0.0010046617874195363,0.9783649787735598
GraphSAGERewired,2,2,4,11,2,1,1.0,0.014366936708029243,0.0004290236032602479,0.9710040041196987
GraphSAGERewired,2,2,4,29,2,2,1.0,0.08710956975119188,0.0012879537680419162,0.9854299790565161
GraphSAGERewired,2,2,4,47,2,2,1.0,0.043462685840495396,0.0010782894132148613,0.9757910686048387
GraphSAGERewired,2,2,5,11,2,2,1.0,0.04323509081041266,0.0007427108321849119,0.9831116880465298
GraphSAGERewired,2,2,5,29,2,2,1.0,0.08452683425275609,0.0015261904539443094,0.9822645344527007
GraphSAGERewired,2,2,5,47,2,2,1.0,0.04278858441102784,0.0010229239185264305,0.9766517073137827
GraphSAGE,2,4,1,11,2,396,0.9908854166666666,5.379789762198925,1.133597896376159,0.8259587858424844
GraphSAGE,2,4,1,29,2,252,0.9983723958333334,4.719323068857193,0.9148654090240598,0.837622505420881
GraphSAGE,2,4,1,47,2,343,1.0,4.582419730722904,0.6925423992797732,0.8687113988285087
GraphSAGE,2,4,2,11,2,381,0.9892578125,4.476161716505885,1.1203244520584121,0.7998164529822083
GraphSAGE,2,4,2,29,2,207,0.9964192708333334,4.327828586101532,0.7192093608900905,0.8574987213401782
GraphSAGE,2,4,2,47,2,235,0.9970703125,4.8439208753407,0.8676797810476273,0.8480846555548328
GraphSAGE,2,4,3,11,2,276,0.994140625,4.726490927860141,1.0098107111407444,0.8239613648843175
GraphSAGE,2,4,3,29,2,266,1.0,5.166725467890501,0.8908937388332561,0.8529300524791578
GraphSAGE,2,4,3,47,2,318,0.9964192708333334,4.755769211798906,0.9694272665656172,0.8306735375406056
GraphSAGE,2,4,4,11,2,396,0.9928385416666666,5.65185246989131,1.2709456122247502,0.8164115727268066
GraphSAGE,2,4,4,29,2,282,0.9996744791666666,5.701467756181955,1.2107224484207109,0.8248424287260868
GraphSAGE,2,4,4,47,2,215,0.9951171875,4.219340559095144,0.6833630512119271,0.860615059459002
GraphSAGE,2,4,5,11,2,32,0.6409505208333334,0.06539065833203495,0.06462564575485885,0.5029419870897842
GraphSAGE,2,4,5,29,2,278,0.9970703125,5.67156033590436,0.8457300407753792,0.8702328741093918
GraphSAGE,2,4,5,47,2,388,0.9954427083333334,6.3863928616046906,1.122066039708443,0.8505597414253598
GraphSAGERewired,2,4,1,11,2,2,1.0,0.04785086939955363,0.0016360097679353203,0.9669405346139294
GraphSAGERewired,2,4,1,29,2,2,1.0,0.08780940575525165,0.003305297039787547,0.9637237795947545
GraphSAGERewired,2,4,1,47,2,2,1.0,0.04767071457899874,0.0022352980656705768,0.9552098445022826
GraphSAGERewired,2,4,2,11,2,2,1.0,0.042790687664819416,0.001457137117995444,0.9670687287767321
